date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:58:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2014:59:12%20GMT	https://ipsusa.net/?p=5666	C:/My%20Web%20Sites/techverse/ipsusa.net/index96d6.html	(from https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/)
07:58:25	3022/3022	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2014:59:13%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fcustomer-support-services-are-crucial-for-online-business-growth%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed83b9	(from https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/)
07:58:30	99111/99111	---MC-	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202024%2014:59:14%20GMT	http://ipsusa.net/blog/is-outsourcing-the-best-option-for-small-businesses/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/is-outsourcing-the-best-option-for-small-businesses/index.html	(from https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/)
07:58:30	77235/77235	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:14%20GMT	https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/user1.jpg	(from https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/)
07:58:32	77261/77261	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:19%20GMT	https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/)
07:58:33	77261/77261	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:20%20GMT	https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/)
07:58:34	77234/77234	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:21%20GMT	https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/user2.jpg	(from https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/)
07:58:35	77235/77235	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:22%20GMT	https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/user3.jpg	(from https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/)
07:58:36	77236/77236	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:23%20GMT	https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/assets/img/user4.jpg	(from https://ipsusa.net/blog/customer-support-services-are-crucial-for-online-business-growth/)
07:58:36	9955/9955	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2014:59:24%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/5657	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/5657.json	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:36	828/828	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/basics-of-web-development-services/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/basics-of-web-development-services/feed/index.html	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:37	2654/2654	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2014:59:24%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fbasics-of-web-development-services%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed2886.json	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2014:59:25%20GMT	https://ipsusa.net/?p=5657	C:/My%20Web%20Sites/techverse/ipsusa.net/index8b1f.html	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:38	2870/2870	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2014:59:25%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fbasics-of-web-development-services%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embedd53e	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:39	77145/77145	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:26%20GMT	https://ipsusa.net/blog/basics-of-web-development-services/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/basics-of-web-development-services/assets/img/user1.jpg	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:40	77172/77172	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:27%20GMT	https://ipsusa.net/blog/basics-of-web-development-services/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/basics-of-web-development-services/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:41	77173/77173	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:28%20GMT	https://ipsusa.net/blog/basics-of-web-development-services/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/basics-of-web-development-services/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:42	77146/77146	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:30%20GMT	https://ipsusa.net/blog/basics-of-web-development-services/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/basics-of-web-development-services/assets/img/user2.jpg	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:43	77145/77145	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:31%20GMT	https://ipsusa.net/blog/basics-of-web-development-services/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/basics-of-web-development-services/assets/img/user3.jpg	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:44	77144/77144	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:32%20GMT	https://ipsusa.net/blog/basics-of-web-development-services/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/basics-of-web-development-services/assets/img/user4.jpg	(from https://ipsusa.net/blog/basics-of-web-development-services/)
07:58:45	15544/15544	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2014:59:32%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/5472	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/5472.json	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:45	813/813	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/packaging-design-trends-in-2022/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/feed/index.html	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:46	2626/2626	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2014:59:33%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fpackaging-design-trends-in-2022%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embede71d.json	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2014:59:33%20GMT	https://ipsusa.net/?p=5472	C:/My%20Web%20Sites/techverse/ipsusa.net/index33c5.html	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:46	2828/2828	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2014:59:34%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fpackaging-design-trends-in-2022%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed706e	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2014:59:34%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/t.js	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/chrome-extension_/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/t.js	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:48	77271/77271	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:35%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/chrome-extension:/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/t.js	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/chrome-extension_/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/t.js	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2014:59:36%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/chrome-extension_/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:50	77300/77300	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:37%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/chrome-extension:/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/chrome-extension_/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:51	77134/77134	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:38%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/user1.jpg	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:52	77164/77164	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:39%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:53	77163/77163	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:40%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:54	77136/77136	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:41%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/user2.jpg	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:55	77137/77137	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:42%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/user3.jpg	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:56	77134/77134	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:43%20GMT	https://ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/packaging-design-trends-in-2022/assets/img/user4.jpg	(from https://ipsusa.net/blog/packaging-design-trends-in-2022/)
07:58:57	12876/12876	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2014:59:44%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/5390	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/5390.json	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:58:57	863/863	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/feed/index.html	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:58:57	2735/2735	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2014:59:45%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fhow-can-we-build-a-strong-online-presence-for-our-brand%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed1d54.json	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:58:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2014:59:45%20GMT	https://ipsusa.net/?p=5390	C:/My%20Web%20Sites/techverse/ipsusa.net/indexf949.html	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:58:58	2937/2937	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2014:59:46%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fhow-can-we-build-a-strong-online-presence-for-our-brand%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embede76e	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:59:00	77206/77206	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:47%20GMT	https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/user1.jpg	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:59:01	77234/77234	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:48%20GMT	https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:59:02	77236/77236	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:49%20GMT	https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:59:03	77206/77206	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:51%20GMT	https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/user2.jpg	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:59:04	77206/77206	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:52%20GMT	https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/user3.jpg	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:59:05	77208/77208	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:53%20GMT	https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/assets/img/user4.jpg	(from https://ipsusa.net/blog/how-can-we-build-a-strong-online-presence-for-our-brand/)
07:59:09	77024/77024	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2014:59:54%20GMT	http://ipsusa.net/blog/How%20Do-the-Best-Digital-Marketing-Companies-Work	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/How%20Do-the-Best-Digital-Marketing-Companies-Work.138.delayed	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:10	11052/11052	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2014:59:57%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/5319	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/5319.json	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:10	842/842	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/feed/index.html	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:10	2605/2605	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2014:59:58%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fhow-do-the-best-digital-marketing-companies-work%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed496c.json	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2014:59:58%20GMT	https://ipsusa.net/?p=5319	C:/My%20Web%20Sites/techverse/ipsusa.net/index949b.html	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:11	2807/2807	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2014:59:58%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fhow-do-the-best-digital-marketing-companies-work%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed4c58	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2014:59:59%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/t.js	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/chrome-extension_/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/t.js	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:13	77322/77322	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:00:00%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/chrome-extension:/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/t.js	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/chrome-extension_/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/t.js	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2015:00:07%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/chrome-extension://lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/chrome-extension_/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:20	77350/77350	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:00:08%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/chrome-extension:/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/chrome-extension_/lopnbnfpjmgpbppclhclehhgafnifija/aiscripts/script-main.js	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:21	77186/77186	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:00:09%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/user1.jpg	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:22	77214/77214	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:00:10%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:23	77213/77213	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:00:11%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:24	77188/77188	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:00:12%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/user2.jpg	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:25	77186/77186	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:00:13%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/user3.jpg	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:26	77184/77184	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:00:14%20GMT	https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/assets/img/user4.jpg	(from https://ipsusa.net/blog/how-do-the-best-digital-marketing-companies-work/)
07:59:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2015:00:15%20GMT	http://ipsusa.net/blog/How-to-Perform-a-Proper-Website-Security-Audit	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/How-to-Perform-a-Proper-Website-Security-Audit.146.delayed	(from https://ipsusa.net/blog/how-to-perform-a-proper-website-security-audit/)
07:59:33	105420/105420	---MC-	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202024%2015:00:16%20GMT	http://ipsusa.net/blog/How-to-Perform-a-Proper-Website-Security-Audit/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/How-to-Perform-a-Proper-Website-Security-Audit/index-2.html	(from https://ipsusa.net/blog/how-to-perform-a-proper-website-security-audit/)
07:59:33	17121/17121	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:00:17%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/5315	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/5315.json	(from https://ipsusa.net/blog/how-to-perform-a-proper-website-security-audit/)
07:59:33	270139/270139	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20May%202022%2005:09:24%20GMT	https://ipsusa.net/wp-content/uploads/2021/12/How-to-Perform-a-Proper-Website-Security-Audit-01-scaled.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-content/uploads/2021/12/How-to-Perform-a-Proper-Website-Security-Audit-01-scaled.jpg	(from https://ipsusa.net/blog/how-to-perform-a-proper-website-security-audit/)
07:59:33	836/836	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/how-to-perform-a-proper-website-security-audit/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-to-perform-a-proper-website-security-audit/feed/index.html	(from https://ipsusa.net/blog/how-to-perform-a-proper-website-security-audit/)
